Wall time,Step,Value
1669566932.3807576,19,0.43261417746543884
1669566962.4581754,39,0.11944612115621567
1669566993.6802952,59,0.09538043290376663
1669567025.1138487,79,0.09151385724544525
1669567056.3306808,99,0.08694668114185333
1669567087.4939747,119,0.09152017533779144
1669567118.6925123,139,0.0886760875582695
1669567150.0184999,159,0.08940286189317703
1669567181.234901,179,0.08452840894460678
1669567213.0386178,199,0.08478617668151855
1669567244.2521763,219,0.08419276028871536
1669567275.7710721,239,0.09067463874816895
1669567307.2583585,259,0.08514823764562607
1669567338.216786,279,0.07972992956638336
1669567369.1883135,299,0.07876497507095337
1669567400.2668004,319,0.0744502991437912
1669567432.1220174,339,0.08000225573778152
1669567463.8527963,359,0.08215794712305069
1669567495.042451,379,0.08068910241127014
1669567527.0066948,399,0.08192148804664612
1669567557.868,419,0.0764118880033493
1669567589.31131,439,0.07901593297719955
1669567620.23356,459,0.08436938375234604
1669567651.2980037,479,0.07556385546922684
1669567682.4519167,499,0.08272876590490341
1669567713.7477639,519,0.07998106628656387
1669567744.9494514,539,0.0774151161313057
1669567776.086804,559,0.08137492090463638
1669567807.6227787,579,0.08576904237270355
1669567838.469314,599,0.07946865260601044
1669567870.1347044,619,0.08095727115869522
1669567901.2382863,639,0.07765313237905502
1669567932.2266057,659,0.0809972882270813
1669567963.2772794,679,0.07920031994581223
1669567995.0862956,699,0.08228318393230438
1669568026.262282,719,0.07681018859148026
1669568057.3378804,739,0.08270956575870514
1669568088.9216754,759,0.07993674278259277
1669568119.7462637,779,0.07775942981243134
1669568150.96221,799,0.08378779143095016
1669568181.8543124,819,0.08643719553947449
1669568212.748479,839,0.07962208986282349
1669568243.643111,859,0.0826512947678566
1669568274.6189096,879,0.07441951334476471
1669568305.8090198,899,0.08099126070737839
1669568336.747926,919,0.08264144510030746
1669568367.6794686,939,0.07778463512659073
1669568398.4606712,959,0.07817307114601135
1669568429.1866906,979,0.08264194428920746
1669568460.3679721,999,0.07772659510374069
1669568491.5465949,1019,0.07682530581951141
1669568522.4929042,1039,0.0812847688794136
1669568553.2667806,1059,0.07758715748786926
1669568584.1144462,1079,0.07899162918329239
1669568614.7616005,1099,0.07874930649995804
1669568645.8724759,1119,0.0781102403998375
1669568676.9245653,1139,0.08129603415727615
1669568708.0185525,1159,0.07899697124958038
1669568738.8602846,1179,0.07757893204689026
1669568769.8754058,1199,0.07599951326847076
1669568800.988197,1219,0.08101780712604523
1669568832.2508235,1239,0.08240552991628647
1669568863.2427857,1259,0.08083953708410263
1669568893.9779806,1279,0.07537618279457092
1669568925.0163968,1299,0.08023186773061752
1669568956.260253,1319,0.07913585007190704
1669568987.2395415,1339,0.08303490281105042
1669569018.4417946,1359,0.0793706551194191
1669569049.7003293,1379,0.08397788554430008
1669569080.6678102,1399,0.08160153031349182
1669569111.8835208,1419,0.07918945699930191
1669569142.513008,1439,0.08055270463228226
1669569173.6771612,1459,0.08107693493366241
1669569204.786603,1479,0.07902389019727707
1669569235.8108943,1499,0.07987619191408157
1669569266.9161615,1519,0.08001060783863068
1669569298.0444262,1539,0.08133935928344727
1669569329.096232,1559,0.07988497614860535
1669569360.193307,1579,0.07748612761497498
1669569391.418346,1599,0.08146873116493225
1669569422.3141346,1619,0.07568773627281189
1669569453.3342497,1639,0.07778500020503998
1669569484.834763,1659,0.08247068524360657
1669569516.387689,1679,0.08070407062768936
1669569547.645962,1699,0.08288975805044174
1669569578.5195613,1719,0.08311637490987778
1669569609.6371386,1739,0.07931184768676758
1669569640.6468549,1759,0.07828468829393387
1669569671.4445972,1779,0.08221573382616043
1669569702.3447568,1799,0.0809120312333107
1669569733.4481215,1819,0.07820412516593933
1669569764.5362494,1839,0.07875514030456543
1669569795.372144,1859,0.07765822857618332
1669569826.427877,1879,0.07916557043790817
1669569857.1432743,1899,0.08230387419462204
1669569888.3858554,1919,0.0800958201289177
1669569919.6806784,1939,0.07824975997209549
1669569950.5503278,1959,0.07956064492464066
1669569981.7123084,1979,0.0777222141623497
1669570012.6330528,1999,0.07717224210500717
