Wall time,Step,Value
1669560232.965918,19,0.4280650019645691
1669560263.5617015,39,0.41141825914382935
1669560295.075551,59,0.39711862802505493
1669560326.439184,79,0.39993980526924133
1669560358.415423,99,0.39817580580711365
1669560390.0656872,119,0.4078168570995331
1669560421.0638525,139,0.3943290114402771
1669560452.3551369,159,0.4012271463871002
1669560483.3412936,179,0.401847243309021
1669560514.4980812,199,0.40431880950927734
1669560545.8063877,219,0.4025340974330902
1669560576.970247,239,0.4045904278755188
1669560608.1605752,259,0.40786251425743103
1669560639.6000483,279,0.40063250064849854
1669560670.418706,299,0.4022996723651886
1669560701.4156005,319,0.3983951508998871
1669560732.600885,339,0.4026545286178589
1669560764.088459,359,0.3995125889778137
1669560795.3927634,379,0.40307947993278503
1669560827.0465238,399,0.40280628204345703
1669560858.1666594,419,0.3998262584209442
1669560889.0774994,439,0.40453362464904785
1669560919.9573908,459,0.40402576327323914
1669560950.8159037,479,0.3971071243286133
1669560982.0390496,499,0.40192466974258423
1669561013.6255395,519,0.4058539569377899
1669561044.4033155,539,0.401004821062088
1669561075.6360018,559,0.40097010135650635
1669561106.6913707,579,0.4098154306411743
1669561138.141801,599,0.3950034976005554
1669561169.4254487,619,0.40469443798065186
1669561201.482267,639,0.4031051695346832
1669561233.4849489,659,0.4008826017379761
1669561265.1222591,679,0.4030492305755615
1669561296.1228192,699,0.40546050667762756
1669561327.8341627,719,0.4026782214641571
1669561358.7777007,739,0.4061709940433502
1669561389.6973076,759,0.4077788293361664
1669561420.8363266,779,0.4067508280277252
1669561451.8706956,799,0.40506935119628906
1669561483.120358,819,0.4036194682121277
1669561513.9195864,839,0.40043944120407104
1669561545.3987834,859,0.4090680480003357
1669561576.1062703,879,0.39387887716293335
1669561607.572496,899,0.40204620361328125
1669561638.7913892,919,0.40469345450401306
1669561669.862263,939,0.3997780680656433
1669561701.0464635,959,0.4055599868297577
1669561732.040118,979,0.4058208465576172
1669561763.2343168,999,0.3992480933666229
1669561794.243044,1019,0.40488117933273315
1669561825.5026774,1039,0.4101147949695587
1669561856.3672876,1059,0.40237000584602356
1669561887.3047888,1079,0.4035055339336395
1669561918.6381662,1099,0.4053409695625305
1669561949.9986272,1119,0.4033919870853424
1669561981.2541087,1139,0.4056628942489624
1669562012.473217,1159,0.40856391191482544
1669562044.2405868,1179,0.39761486649513245
1669562075.1027427,1199,0.40172380208969116
1669562106.0616848,1219,0.4097607731819153
1669562137.1692047,1239,0.4039542078971863
1669562168.0591948,1259,0.4022434651851654
1669562199.1025422,1279,0.4000376760959625
1669562230.0267782,1299,0.4013636112213135
1669562260.9616852,1319,0.4052713215351105
1669562291.930488,1339,0.40753987431526184
1669562322.9017022,1359,0.38928478956222534
1669562353.8986883,1379,0.40040627121925354
1669562385.1761966,1399,0.4034862220287323
1669562416.1393118,1419,0.4042735993862152
1669562447.1770148,1439,0.4041333794593811
1669562478.5103443,1459,0.4040498733520508
1669562509.938883,1479,0.40284472703933716
1669562541.2377956,1499,0.40269479155540466
1669562572.2179165,1519,0.4053945243358612
1669562603.879363,1539,0.40560591220855713
1669562635.4292903,1559,0.4089251458644867
1669562666.5355523,1579,0.40447574853897095
1669562697.2711325,1599,0.4047940969467163
1669562728.1757104,1619,0.401517778635025
1669562759.403068,1639,0.40642908215522766
1669562790.325927,1659,0.4122445583343506
1669562821.395378,1679,0.4020589292049408
1669562852.5240903,1699,0.40910181403160095
1669562883.9086766,1719,0.4097846448421478
1669562915.269874,1739,0.4038814604282379
1669562946.1753128,1759,0.4034351408481598
1669562977.506407,1779,0.40587255358695984
1669563008.5821276,1799,0.4053117036819458
1669563039.6702764,1819,0.40627267956733704
1669563070.932762,1839,0.40320512652397156
1669563102.309469,1859,0.40223783254623413
1669563133.2921581,1879,0.40721550583839417
1669563164.576309,1899,0.40927308797836304
1669563195.7243254,1919,0.40566086769104004
1669563226.8160348,1939,0.4071890413761139
1669563257.6787846,1959,0.406315416097641
1669563288.6001678,1979,0.4023287892341614
1669563319.9092681,1999,0.40785253047943115
