Wall time,Step,Value
1669392530.9992363,9,0.4523325264453888
1669392565.2520437,19,0.41529741883277893
1669392599.157852,29,0.4104784429073334
1669392632.6711109,39,0.4098978042602539
1669392666.8456085,49,0.4026145040988922
1669392700.6556594,59,0.399142324924469
1669392734.407427,69,0.3971075713634491
1669392768.132788,79,0.4025234878063202
1669392802.2393026,89,0.4015730619430542
1669392836.2490854,99,0.4056466817855835
1669392869.9254503,109,0.4050617814064026
1669392904.1142955,119,0.41041597723960876
1669392938.2123916,129,0.4141785502433777
1669392972.2582507,139,0.4098391532897949
1669393006.4632337,149,0.40813541412353516
1669393040.4207428,159,0.40957191586494446
1669393074.262672,169,0.4074660539627075
1669393107.9094484,179,0.41140252351760864
1669393142.3193622,189,0.40899720788002014
1669393176.0011868,199,0.4102289378643036
1669393209.9774272,209,0.40493619441986084
1669393243.3584082,219,0.4080648422241211
1669393277.6391673,229,0.4141125977039337
1669393311.4199648,239,0.40113815665245056
1669393345.3067954,249,0.4073549509048462
1669393379.6083934,259,0.40711909532546997
1669393413.2116127,269,0.403389573097229
1669393447.3896327,279,0.40661245584487915
1669393481.0157936,289,0.413852334022522
1669393514.9097743,299,0.4062814712524414
1669393548.4839702,309,0.4150182604789734
1669393582.2918112,319,0.40934017300605774
1669393616.2379053,329,0.4142155945301056
1669393650.4202614,339,0.4138931930065155
1669393683.658395,349,0.41161835193634033
1669393717.3543046,359,0.4075433313846588
1669393750.9594738,369,0.41212522983551025
1669393784.9119606,379,0.40959790349006653
1669393818.3489876,389,0.40929022431373596
1669393851.7174199,399,0.4137653410434723
1669393884.9894302,409,0.41350415349006653
1669393918.8321471,419,0.4092619717121124
1669393952.124316,429,0.41187605261802673
1669393986.0546129,439,0.40211817622184753
1669394019.2782068,449,0.4137026071548462
1669394053.1822321,459,0.40921247005462646
1669394087.7240653,469,0.411214679479599
1669394121.1443908,479,0.41115128993988037
1669394154.7292876,489,0.41047853231430054
1669394188.8448272,499,0.4092302620410919
1669394222.3948276,509,0.41308867931365967
1669394255.531709,519,0.4144749343395233
1669394288.9163754,529,0.4079158902168274
1669394322.484156,539,0.4129642844200134
1669394356.0142202,549,0.4106162488460541
1669394391.0737853,559,0.41158002614974976
1669394424.10578,569,0.41155922412872314
1669394457.3229156,579,0.4168627858161926
1669394490.7394567,589,0.4110514521598816
1669394524.908809,599,0.4068453013896942
1669394558.358,609,0.41165122389793396
1669394591.7184772,619,0.4180726408958435
1669394624.9932358,629,0.4122024476528168
1669394658.1614344,639,0.4126720130443573
1669394691.1590848,649,0.41465824842453003
1669394724.429925,659,0.41328150033950806
1669394757.9755044,669,0.4183827042579651
1669394791.1712823,679,0.4104931950569153
1669394824.4680057,689,0.4121682643890381
1669394857.8659718,699,0.42216625809669495
1669394891.0397775,709,0.4179108738899231
1669394924.7896376,719,0.41516268253326416
1669394958.062756,729,0.41735315322875977
1669394991.2002537,739,0.4155007600784302
1669395024.8349154,749,0.41674551367759705
1669395058.0853794,759,0.4124380052089691
1669395091.2513099,769,0.41695815324783325
1669395125.1071012,779,0.4176766574382782
1669395158.4367752,789,0.4128877818584442
1669395191.67614,799,0.4128749668598175
1669395225.3693879,809,0.4119137227535248
1669395258.8675783,819,0.41310927271842957
1669395292.2873385,829,0.41914960741996765
1669395326.1103747,839,0.41557079553604126
1669395359.5680153,849,0.42251062393188477
1669395392.7141542,859,0.42082729935646057
1669395426.163873,869,0.41113537549972534
1669395459.6318073,879,0.41279280185699463
1669395493.1256385,889,0.4134410619735718
1669395529.4522374,899,0.4165531396865845
1669395562.6004713,909,0.41271018981933594
1669395596.1482034,919,0.41651713848114014
1669395630.2142005,929,0.41271162033081055
1669395664.0478637,939,0.4206697642803192
1669395697.249187,949,0.4206821322441101
1669395730.7749186,959,0.41530293226242065
1669395764.1410823,969,0.4209042191505432
1669395797.6066787,979,0.4134446084499359
1669395830.8069499,989,0.4114750325679779
1669395864.0890675,999,0.41761675477027893
